"record_id","year_of_birth","profession","q1_2022","q2_2022","q3_2022","q4_2022","q4_coded_2022","q4_improvements_2022","q1_2023","q2_2023","q3_2023","q4_2023","q4_coded_2023","q4_improvements_2023","q1_2024","q2_2024","q3_2024","q4_2024","q4_coded_2024","q4_improvements_2024","female","male","nonbinary","a_gender_not_listed","White","Black_or_African_American","Asian","American_Indian_or_Alaska_Native","Native_Hawaiian_or_Other_Pacific_Islander","Hispanic_or_Latino","zip_code","major_city","county","state"
"451","1979","Teacher","0","7.1","2","It was a decent program, but it could have been a lot better with more activities and fewer lectures.","Improvement",NA,"2","88","2","I thought the program was helpful, but adding more practical exercises would improve the learning experience.","Positive",NA,"1","57.4","0","The program was wonderful. It really exceeded my expectations and left me feeling confident about the material.","Neutral",NA,"1","0","1","1","1","0","1","1","0","0","'52305","Martelle","Jones County","IA"
"452","1999","Artist","1","86.1","-1","The program was OK, but I think it could have used more visual aids to help with understanding.","Neutral",NA,"2","3.7","1","The program was really good, but I think it could have been more tailored to individual needs.","Neutral",NA,"3","32.5","2","I had an incredible experience with the program. The content was clear, engaging, and well-paced.","Engagement","Content Depth","1","0","0","1","0","1","0","0","0","0","'17404","York","York County","PA"
"453","1993","Manager","0","36.7","1","It’s an OK program, but I would suggest improving the pace and adding more time for questions.","Improvement","Pacing","0","70.7","2","The program was really good, but I think it could have been more tailored to individual needs.","Neutral",NA,"0","56.4","-1","It was a truly great program. It was well-organized, informative, and really helped me build my skills.","Neutral",NA,"1","0","0","1","0","0","0","1","0","0","'37865","Seymour","Sevier County","TN"
"454","1979","Teacher","1","39.4","-2","I liked the program, but some areas need more in-depth coverage, especially on the more advanced topics.","Neutral","Content Depth","0","86.6","0","I really appreciated the program. It would be even better with more diverse perspectives included.","Improvement",NA,"0","72.1","-2","I learned so much from the program. Everything was clear, engaging, and incredibly useful.","Positive",NA,"1","0","1","0","0","0","0","1","0","0","'63878","Tallapoosa","New Madrid County","MO"
"455","1992","Manager","1","2.9","1","I think the program could be improved by making it more interactive and engaging with real-world examples.","Improvement","Interactivity","3","16.7","-1","I found the program to be very informative, but the pace was a bit quick. More time for questions would help.","Neutral","Pacing","3","59.3","-2","The program was fantastic. I learned a lot, and I think it covered everything I hoped for and more.","Positive",NA,"1","0","0","0","0","0","1","0","0","0","'00780","Coto Laurel","Ponce Municipio","PR"
"456","1988","Engineer","3","79.5","0","I think the program could be improved by making it more interactive and engaging with real-world examples.","Improvement","Interactivity","0","65.1","2","The program was fantastic. Some slight improvements in pacing and content depth would make it even better.","Positive","Content Depth","1","46","1","The program was great. I feel more confident in the material, and the organization was top-notch.","Neutral",NA,"0","0","1","0","0","0","1","1","0","0","'41727","Chavies","Perry County","KY"
"457","1976","Scientist","0","63.2","2","It’s OK, but I think it would be better if the pace was slowed down and more time was given to practice.","Improvement","Pacing","2","3.9","2","The program was really good, but I think it could have been more tailored to individual needs.","Neutral",NA,"1","75.4","1","The program was fantastic. I feel it met all my learning needs and was incredibly informative.","Positive",NA,"1","0","0","0","0","0","1","0","0","1","'02714","Dartmouth","Bristol County","MA"
"458","1988","Scientist","1","42.2","2","I didn't find the program all that helpful, but it wasn’t bad either. Some more detailed examples could have helped.","Positive","Content Depth","2","20.3","0","The program was really good, but I think it could have been more tailored to individual needs.","Neutral",NA,"0","38.8","1","I feel like the program was perfect. It covered everything I needed, and the structure was flawless.","Neutral",NA,"1","0","1","0","0","0","1","0","1","0","'16923","Genesee","Potter County","PA"
"459","1990","Artist","0","88.6","-2","The program was fine, but I think more interactive exercises could help with better engagement.","Improvement","Interactivity","3","56.6","1","I enjoyed the program, but I felt some sections were rushed and could use more time for explanation.","Neutral","Pacing","0","27.9","-1","I found the program extremely helpful. It exceeded my expectations, and I feel confident in the material.","Positive",NA,"1","0","0","1","0","1","0","0","0","0","'96796","Waimea","Kauai County","HI"
"460","1976","Engineer","3","28.5","0","I think the program is good, but it could be improved by allowing more time for questions and discussion.","Improvement","Pacing","3","26","1","I found the program to be very informative, but the pace was a bit quick. More time for questions would help.","Neutral","Pacing","0","2.4","-1","I found the program extremely helpful. It exceeded my expectations, and I feel confident in the material.","Positive",NA,"1","0","0","1","0","0","1","0","1","0","'52064","Miles","Jackson County","IA"
"461","1985","Artist","2","19.1","1","I’m not sure if I found it helpful, but it wasn’t terrible. I think more real-world application would make it better.","Positive","Real-World Examples","0","15.7","2","The program was excellent overall, but a few more hands-on activities would make it even more effective.","Neutral","Interactivity","0","3.6","1","I had an excellent experience. The program was engaging, informative, and provided everything I needed to succeed.","Engagement",NA,"0","1","0","0","0","1","0","0","0","1","'13665","Natural Bridge","Jefferson County","NY"
"462","1981","Teacher","1","72.7","-2","It was OK, but I think it could be better with clearer examples and more detailed instructions.","Improvement","Content Depth","2","96.6","1","I really liked the program, but I think it could be more interactive to engage participants even more.","Engagement","Interactivity","2","69.1","-1","The program was amazing! I learned so much and everything was very well-organized.","Positive",NA,"1","0","1","0","1","0","0","0","1","1","'70524","Chataignier","Evangeline Parish","LA"
"463","1978","Teacher","1","86.4","-2","The program was fine, but I didn’t feel fully engaged. More group work could help with that.","Neutral","Interactivity","1","6.6","1","I enjoyed the program, but I felt some sections were rushed and could use more time for explanation.","Neutral","Pacing","2","38.4","1","It was an excellent program. The material was engaging, and I feel confident applying what I’ve learned.","Positive",NA,"0","0","0","1","0","1","0","1","0","1","'41238","Oil Springs","Johnson County","KY"
"464","1993","Manager","1","58.2","1","It wasn’t exactly what I expected, but it’s OK. More engaging activities would have been helpful.","Positive",NA,"2","27.9","-1","It was a great program. More personalized feedback would help me understand the material better.","Improvement","Feedback","3","34.9","2","The program was fantastic. I learned a lot, and I think it covered everything I hoped for and more.","Positive",NA,"1","0","0","1","0","1","1","0","0","0","'36124","Montgomery","Montgomery County","AL"
